-9825449.3535896,4879216.11430452,341,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,341,,AERIAL,F,Galen Dr,260,
-9825058.52607857,4879440.07942334,342,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,342,,AERIAL,F,Broadmoor Dr,217,
-9825097.05795759,4879842.10705559,343,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,343,,AERIAL,F,Lynwood Dr,261,
-9825362.45879366,4880072.90151152,344,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,344,,AERIAL,F,Lincolnshire Dr,219,
-9825217.18081583,4879842.17577564,345,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,345,,AERIAL,F,Foothill Dr,262,
-9825371.38941203,4879831.28985418,346,Streetname,"6"" X 30""", ,Punched Telespar,2018,Streetname, ,D3-1,Champaign,346,,AERIAL,F,Foothill Dr,263,
-9825518.14387911,4880079.42022565,347,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,347,,AERIAL,F,Lincolnshire Dr,264,
-9825625.24267543,4880080.17957544,348,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,348,,AERIAL,F,Lincolnshire Dr,265,
-9825518.10531536,4879625.60543401,349,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,349,,AERIAL,F,Broadmoor Dr,220,
-9825668.59059878,4880009.355335,350,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,350,,AERIAL,F,Lincoln Rd,266,
-9825783.40489595,4880053.0946437,351,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,351,,AERIAL,F,Lincoln Ct,267,
-9825738.42635892,4879798.93253035,353,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,353,,AERIAL,F,Robert Dr,269,
-9825489.1050939,4879760.42680565,354,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,354,,AERIAL,F,Lincoln Rd,221,
-9825574.37325646,4879239.16072064,355,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,355,,AERIAL,F,Theodore Dr,270,
-9825596.63890835,4879360.21196521,356,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,356,,AERIAL,F,Park Terrace Ln,271,
-9825761.80475044,4879339.95293688,357,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,357,,AERIAL,F,Park Terrace Ln,272,
-9825762.08289392,4879476.93167024,358,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,358,,AERIAL,F,Robert Dr,273,
-9826129.1407881,4880065.03778462,359,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,359,,AERIAL,F,Mayfair Rd,226,
-9826184.40620565,4879967.55664985,360,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,360,,AERIAL,F,Mayfair Rd,228,
-9826304.86177947,4879588.41303703,361,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,361,,AERIAL,F,Broadmoor Dr,229,
-9826433.45175064,4879584.94626241,362,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,362,,AERIAL,F,Broadmoor Dr,230,
-9826501.85943654,4879219.99438417,363,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,363,,AERIAL,F,Lakeside Dr,274,
-9826141.48336704,4879445.79912843,364,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,364,,AERIAL,F,Mayfair Rd,234,
-9826107.40001507,4879334.58549479,365,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,365,,AERIAL,F,Mayfair Rd,236,
-9826086.38685529,4879217.51798241,366,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,366,,AERIAL,F,Mayfair Rd,237,
-9826408.60468618,4878701.46886661,367,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,367,,AERIAL,F,Harbor Point Dr,275,
-9826674.47538042,4878720.46009312,368,Streetname - Private,"6"" X 30""", ,Unpunched Telespar, ,Streetname, ,D3-1,Private,368,,AERIAL,F,Harbortown Cir,276,
-9826776.7303866,4879142.31706273,369,Streetname - Private,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Private,369,,AERIAL,F,Sunview Dr,277,
-9826776.7303866,4879142.31706273,370,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,370,,AERIAL,F,Devonshire Dr,277,
-9826755.75197527,4878722.64672791,371,Streetname,"6"" X 30""/ 6"" X 30""", ,Old Metal Post, ,Streetname, ,D3-1,Champaign,371,,AERIAL,F,Harbor Point Dr,278,
-9826755.75197527,4878722.64672791,372,Streetname - Private,"6"" X 30""/ 6"" X 30""", ,Old Metal Post, ,Streetname, ,D3-1,Private,372,,AERIAL,F,Sunview Dr,278,
-9826759.95121235,4878700.45939499,373,Streetname,"6"" X 30""/ 6"" X 30""", ,Unpunched Telespar, ,Streetname, ,D3-1,Champaign,373,,AERIAL,F,Harbor Point Dr,238,
-9825904.44235777,4878528.54640117,374,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,374,,AERIAL,F,Harrington Dr,240,
-9825901.55330171,4878995.50954491,375,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,375,,AERIAL,F,Devonshire Dr,241,
-9825733.58605734,4878641.01719098,376,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,376,,AERIAL,F,Robert Dr,279,
-9825736.88763166,4878737.14824721,377,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,377,,AERIAL,F,Robert Dr,280,
-9825596.42965291,4878586.07231461,378,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,378,,AERIAL,F,Gunn Dr,243,
-9825704.18836349,4878542.82685986,379,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,379,,AERIAL,F,Harrington Dr,244,
-9825765.60727369,4878867.2617168,380,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,380,,AERIAL,F,Robert Dr,281,
-9824474.90186495,4878117.01704529,381,No Outlet,"18"" X 18""", ,Punched Telespar, ,Warning, ,W14-2,Champaign,381,,AERIAL,F,,282,
-9824531.82380081,4878779.61387949,382,No Outlet,"18"" X 18""", ,Punched Telespar, ,Warning, ,W14-2,Champaign,382,,AERIAL,F,,283,
-9824545.04062835,4878784.27150469,383,No Parking,"12"" X 18""", ,Unpunched Telespar, ,Parking, ,R7-1,Champaign,384,,AERIAL,F,,284,
-9824653.101726,4878782.35936669,384,No Parking,"12"" X 18""", ,Unpunched Telespar, ,Parking, ,R7-1,Champaign,385,,AERIAL,F,,285,
-9824566.44149961,4878863.36213887,385,No Parking,"12"" X 18""", ,Unpunched Telespar, ,Parking, ,R7-1,Champaign,386,,AERIAL,F,,286,
-9824139.22802978,4878113.90797427,386,Stop,"30""", ,Punched Telespar, ,Regulatory, ,R1-1,Champaign,389,,AERIAL,F,,287,
-9824487.10069877,4878116.53239817,387,Stop,"30""", ,Punched Telespar, ,Regulatory, ,R1-1,Champaign,390,,AERIAL,F,,288,
-9824765.91473574,4878523.394169,388,Stop,"30""", ,Punched Telespar, ,Regulatory, ,R1-1,Champaign,391,,AERIAL,F,,289,
-9824764.65359561,4878794.09885141,389,Stop,"30""", ,Punched Telespar, ,Regulatory, ,R1-1,Champaign,392,,AERIAL,F,,290,
-9824544.19386313,4878990.24463844,390,Stop,"30""", ,Punched Telespar, ,Regulatory, ,R1-1,Champaign,393,,AERIAL,F,,291,
-9824529.09209792,4878955.88496786,391,Stop,"30""", ,Punched Telespar, ,Regulatory, ,R1-1,Champaign,394,,AERIAL,F,,292,
-9823977.33402773,4878980.20115741,392,Stop,"30""",4-Way,Punched Telespar,2023,Regulatory, ,R1-1,Champaign,395,,AERIAL,F,,293,
-9823866.73661316,4878508.41599845,393,Stop,"30""",3-Way,Punched Telespar, ,Regulatory, ,R1-1,Champaign,396,,AERIAL,F,,294,
-9823890.15306361,4878515.804887,394,Stop,"30""",3-Way,Punched Telespar, ,Regulatory, ,R1-1,Champaign,397,,AERIAL,F,,295,
-9823879.11694798,4878486.3124232,395,Stop,"30""",3-Way,Punched Telespar, ,Regulatory, ,R1-1,Champaign,398,,AERIAL,F,,296,
-9824427.14730623,4879506.55580143,396,Stop,"30""", ,Punched Telespar, ,Regulatory, ,R1-1,Champaign,399,,AERIAL,F,,297,
-9824399.67244691,4879520.97181483,397,Stop,"30""", ,Punched Telespar, ,Regulatory, ,R1-1,Champaign,400,,AERIAL,F,,298,
-9824096.83264298,4879574.74103127,398,Stop,"30""", ,Punched Telespar, ,Regulatory, ,R1-1,Champaign,401,,AERIAL,F,,299,
-9824123.89150009,4879560.78645805,399,Stop,"30""", ,Punched Telespar, ,Regulatory, ,R1-1,Champaign,402,,AERIAL,F,,300,
-9824348.68457014,4880008.36301225,400,Stop,"30""", ,Punched Telespar, ,Regulatory, ,R1-1,Champaign,403,,AERIAL,F,,301,
-9824352.4273099,4879937.90057955,401,Stop,"30""", ,Punched Telespar, ,Regulatory, ,R1-1,Champaign,404,,AERIAL,F,,302,
-9824139.22802978,4878113.90797427,402,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,405,,AERIAL,F,Windsor Rd,287,
-9824487.10069877,4878116.53239817,403,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,406,,AERIAL,F,Windsor Rd,288,
-9824489.45845772,4878177.03731951,404,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,407,,AERIAL,F,Melrose Dr,303,
-9824765.91473574,4878523.394169,405,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,408,,AERIAL,F,Prospect Ave,289,
-9824764.65359561,4878794.09885141,406,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,409,,AERIAL,F,Prospect Ave,290,
-9824717.4597822,4878780.42026391,407,Streetname,"6"" X 30""/ 6"" X 30""", ,Unpunched Telespar, ,Streetname, ,D3-1,Champaign,410,,AERIAL,F,Mendota Dr,304,
-9824531.82380081,4878779.61387949,408,Streetname,"6"" X 30""/ 6"" X 30""", ,Unpunched Telespar, ,Streetname, ,D3-1,Champaign,411,,AERIAL,F,Mendota Dr,283,
-9824543.7615637,4878858.29085609,409,Streetname,"6"" X 30""/ 6"" X 30""", ,Unpunched Telespar, ,Streetname, ,D3-1,Champaign,412,,AERIAL,F,Peach St,305,
-9824529.09209792,4878955.88496786,410,Streetname,"6"" X 30""/ 6"" X 30""", ,Unpunched Telespar, ,Streetname, ,D3-1,Champaign,413,,AERIAL,F,Devonshire Dr,292,
-9823890.15306361,4878515.804887,411,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,414,,AERIAL,F,Knollwood Dr,295,
-9824490.08077147,4879090.37143475,412,Streetname,"6"" X 30""/ 6"" X 30""", ,Unpunched Telespar, ,Streetname, ,D3-1,Champaign,415,,AERIAL,F,Peach St,306,
-9824458.33738035,4879179.81661752,413,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,416,,AERIAL,F,Peach St,307,
-9824477.1922222,4879223.33986328,414,Streetname,"6"" X 30""/ 6"" X 30""", ,Unpunched Telespar, ,Streetname, ,D3-1,Champaign,417,,AERIAL,F,Peach St,308,
-9824459.24696264,4879291.05553173,415,Streetname,"6"" X 30""/ 6"" X 30""", ,Unpunched Telespar, ,Streetname, ,D3-1,Champaign,418,,AERIAL,F,Peach St,309,
-9824420.50052107,4879402.76231884,416,Streetname,"6"" X 30""/ 6"" X 30""", ,Unpunched Telespar, ,Streetname, ,D3-1,Champaign,419,,AERIAL,F,Peach St,310,
-9824657.47215829,4879522.72501904,417,Streetname,"6"" X 30""/ 6"" X 30""", ,Unpunched Telespar, ,Streetname, ,D3-1,Champaign,420,,AERIAL,F,Shadowlawn Dr,311,
-9824399.67244691,4879520.97181483,418,Streetname,"6"" X 30""/ 6"" X 30""", ,Unpunched Telespar, ,Streetname, ,D3-1,Champaign,421,,AERIAL,F,Peach St,298,
-9824119.21817438,4879459.61238691,419,Streetname,"6"" X 30""/ 6"" X 30""", ,Unpunched Telespar, ,Streetname, ,D3-1,Champaign,422,,AERIAL,F,Park Haven Dr,312,
-9824123.89150009,4879560.78645805,420,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,423,,AERIAL,F,Park Haven Dr,300,
-9824402.54361448,4879618.93922756,421,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,424,,AERIAL,F,Peach St,313,
-9824660.79994733,4879620.63038773,422,Streetname,"6"" X 30""/ 6"" X 30""", ,Unpunched Telespar, ,Streetname, ,D3-1,Champaign,425,,AERIAL,F,Breen Dr,314,
-9824120.76482833,4879676.37232115,423,Streetname,"6"" X 30""/ 6"" X 30""", ,Unpunched Telespar, ,Streetname, ,D3-1,Champaign,426,,AERIAL,F,Park Haven Dr,315,
-9824121.01381892,4879874.27345809,424,Streetname,"6"" X 30""/ 6"" X 30""", ,Unpunched Telespar, ,Streetname, ,D3-1,Champaign,427,,AERIAL,F,Park Haven Dr,316,
-9824095.33468852,4879908.78496915,425,Streetname,"6"" X 30""/ 6"" X 30""", ,Unpunched Telespar, ,Streetname, ,D3-1,Champaign,428,,AERIAL,F,Park Haven Ct,317,
-9824073.49575315,4880035.14724814,426,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,429,,AERIAL,F,Park Haven Dr,318,
-9824519.29516569,4880004.93110399,427,Streetname,"6"" X 30""/ 6"" X 30""", ,Unpunched Telespar, ,Streetname, ,D3-1,Champaign,430,,AERIAL,F,Ventura Rd,319,
-9824345.46974923,4879936.80847555,428,Streetname,"6"" X 30""/ 6"" X 30""", ,Unpunched Telespar, ,Streetname, ,D3-1,Champaign,431,,AERIAL,F,Coronado Dr,320,
-9824344.03199819,4879757.76091195,429,Streetname,"6"" X 30""/ 6"" X 30""", ,Unpunched Telespar, ,Streetname, ,D3-1,Champaign,432,,AERIAL,F,Coronado Dr,321,
-9824322.44076207,4879633.17824841,430,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,433,,AERIAL,F,Coronado Dr,322,
-9824707.15223724,4879758.2815526,431,Streetname,"6"" X 30""/ 6"" X 30""", ,Unpunched Telespar, ,Streetname, ,D3-1,Champaign,434,,AERIAL,F,Balboa Rd,323,
-9824651.3255436,4879757.09128689,432,Streetname,"6"" X 30""/ 6"" X 30""", ,Unpunched Telespar, ,Streetname, ,D3-1,Champaign,435,,AERIAL,F,Balboa Rd,324,
-9824764.26612531,4879109.07521481,433,No Outlet,"18"" X 18""", ,Unpunched Telespar, ,Warning, ,W14-2,Champaign,436,,AERIAL,F,,325,
-9824760.45429368,4880022.90672085,434,No Parking to Corner,"12"" X 18""", ,Punched Telespar, ,Parking, ,HR7-11,Champaign,437,,AERIAL,F,,326,
-9824329.32224523,4880171.11230876,435,No Parking to Corner,"12"" X 18""", ,Punched Telespar, ,Parking, ,HR7-11,Champaign,438,,AERIAL,G,,327,
-9823870.23064353,4880145.55926429,436,No Parking to Corner,"12"" X 18""", ,Punched Telespar, ,Parking, ,HR7-11,Champaign,439,,AERIAL,F,,328,
-9823867.38594053,4880082.18309105,437,No Parking to Corner,"12"" X 18""", ,Punched Telespar, ,Parking, ,HR7-11,Champaign,440,,AERIAL,F,,329,
-9823866.43413633,4880023.05515225,438,No Parking to Corner,"12"" X 18""", ,Punched Telespar, ,Parking, ,HR7-11,Champaign,441,,AERIAL,F,,330,
-9823866.43159061,4879943.90811068,439,No Parking to Corner,"12"" X 18""", ,Punched Telespar,2019,Parking, ,HR7-11,Champaign,442,,AERIAL,F,,331,
-9823865.7706607,4879877.70633444,440,No Parking to Corner,"12"" X 18""", ,Punched Telespar, ,Parking, ,HR7-11,Champaign,443,,AERIAL,F,,332,
-9823864.52848986,4879803.1100559,441,No Parking to Corner,"12"" X 18""", ,Punched Telespar, ,Parking, ,HR7-11,Champaign,444,,AERIAL,F,,333,
-9823878.5013389,4879748.00111204,442,No Parking to Corner,"12"" X 18""", ,Punched Telespar, ,Parking, ,HR7-11,Champaign,445,,AERIAL,F,,334,
-9823877.95661043,4879832.00370385,443,No Parking to Corner,"12"" X 18""", ,Punched Telespar, ,Parking, ,HR7-11,Champaign,446,,AERIAL,F,,335,
-9823879.3179614,4879905.6088306,444,No Parking to Corner,"12"" X 18""", ,Punched Telespar, ,Parking, ,HR7-11,Champaign,447,,AERIAL,F,,336,
-9823880.20068011,4880079.31852279,445,No Parking to Corner,"12"" X 18""", ,Punched Telespar, ,Parking, ,HR7-11,Champaign,448,,AERIAL,F,,337,
-9824778.31187064,4880025.29701136,446,Stop,"30""", ,Punched Telespar, ,Regulatory, ,R1-1,Champaign,449,,AERIAL,F,,338,
-9824329.51270375,4880194.48068602,447,Stop,"30""", ,Punched Telespar, ,Regulatory, ,R1-1,Champaign,450,,AERIAL,G,,339,
-9823879.90391196,4880187.57962327,448,Stop,"30""", ,Punched Telespar,2018,Regulatory, ,R1-1,Champaign,451,,AERIAL,G,,340,
-9824059.39497726,4880189.56939468,449,Stop,"30""", ,Punched Telespar, ,Regulatory, ,R1-1,Champaign,452,,AERIAL,G,,341,
-9824775.64649274,4879756.20128781,450,Stop,"30""", ,Punched Telespar,2015,Regulatory, ,R1-1,Champaign,453,,AERIAL,F,,342,
-9824774.91711278,4879638.99505049,451,Stop,"30""", ,Punched Telespar, ,Regulatory, ,R1-1,Champaign,454,,AERIAL,F,,343,
-9824772.41165125,4879384.40417997,452,Stop,"30""", ,Punched Telespar, ,Regulatory, ,R1-1,Champaign,455,,AERIAL,F,,344,
-9824769.07820098,4879240.82426333,453,Stop,"30""", ,Punched Telespar, ,Regulatory, ,R1-1,Champaign,456,,AERIAL,F,,345,
-9824768.52400502,4879124.05273974,454,Stop,"30""", ,Punched Telespar,2014,Regulatory, ,R1-1,Champaign,457,,AERIAL,F,,346,
-9823575.07261887,4879687.36631836,455,Stop,"30""", ,Punched Telespar,2013,Regulatory, ,R1-1,Champaign,458,,AERIAL,F,,347,
-9824003.41239697,4878985.57066142,456,Stop,"30""", ,Punched Telespar,2023,Regulatory, ,R1-1,Champaign,459,,AERIAL,F,,348,
-9823994.90778397,4879012.6258448,457,Stop,"30""", ,Punched Telespar,2023,Regulatory, ,R1-1,Champaign,460,,AERIAL,F,,349,
-9823970.05361393,4879006.29384525,458,Stop,"30""", ,Punched Telespar,2023,Regulatory, ,R1-1,Champaign,461,,AERIAL,F,,350,
-9824778.31187064,4880025.29701136,459,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,462,,AERIAL,F,Prospect Ave,338,
-9824329.51270375,4880194.48068602,460,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,463,,AERIAL,G,W Kirby Ave,339,
-9823879.90391196,4880187.57962327,461,Streetname,"6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,464,,AERIAL,G,W Kirby Ave,340,
-9824059.39497726,4880189.56939468,462,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,465,,AERIAL,G,W Kirby Ave,341,
-9824775.64649274,4879756.20128781,463,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,466,,AERIAL,F,Prospect Ave,342,
-9824774.91711278,4879638.99505049,464,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,467,,AERIAL,F,Prospect Ave,343,
-9824772.41165125,4879384.40417997,465,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,468,,AERIAL,F,Prospect Ave,344,
-9824769.07820098,4879240.82426333,466,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,469,,AERIAL,F,S Prospect Ave,345,
-9824768.52400502,4879124.05273974,467,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar,2014,Streetname, ,D3-1,Champaign,470,,AERIAL,F,Ayrshire Cir,346,
-9823575.07261887,4879687.36631836,468,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar,2013,Streetname, ,D3-1,Champaign,471,,AERIAL,F,Fox Dr,347,
-9823742.54332989,4880964.69198532,469,No Parking,"12"" X 18""", ,Punched Telespar, ,Parking, ,R7-1,Champaign,472,,AERIAL,G,,351,
-9823988.56750805,4880967.16649938,470,No Parking,"12"" X 18""", ,Punched Telespar, ,Parking, ,R7-1,Champaign,473,,AERIAL,G,,352,
-9823928.01852656,4880966.54521921,471,No Parking,"12"" X 18""", ,Punched Telespar, ,Parking, ,R7-1,Champaign,474,,AERIAL,G,,353,
-9823807.63158639,4880966.5767966,472,No Parking,"12"" X 18""", ,Punched Telespar, ,Parking, ,R7-1,Champaign,475,,AERIAL,G,,354,
-9823998.91721724,4881066.58730771,473,No Parking,"12"" X 18""", ,Punched Telespar, ,Parking, ,R7-1,Champaign,476,,AERIAL,G,,355,
-9823998.51555304,4881024.43442384,474,No Parking,"12"" X 18""", ,Punched Telespar, ,Parking, ,R7-1,Champaign,477,,AERIAL,G,,356,
-9823997.90312322,4880979.79659505,475,No Parking,"12"" X 18""", ,Punched Telespar, ,Parking, ,R7-1,Champaign,478,,AERIAL,G,,357,
-9824383.30025878,4881784.63634621,476,No Parking,"12"" X 18""", ,Punched Telespar, ,Parking, ,R7-1,Champaign,479,,AERIAL,G,,358,
-9824383.05963496,4881646.88779799,477,No Parking,"12"" X 18""", ,Punched Telespar,2019,Parking, ,R7-1,Champaign,480,,AERIAL,G,,359,
-9824382.84577045,4881551.88100038,478,No Parking,"12"" X 18""", ,Punched Telespar, ,Parking, ,R7-1,Champaign,481,,AERIAL,G,,360,
-9823759.28079585,4881069.85846844,479,Stop,"30""", ,Punched Telespar, ,Regulatory, ,R1-1,Champaign,482,,AERIAL,G,,361,
-9824017.1777323,4880955.58117498,480,Stop,"30""", ,Punched Telespar, ,Regulatory, ,R1-1,Champaign,483,,AERIAL,G,,362,
-9823988.56750805,4880967.16649938,481,Stop,"30""", ,Punched Telespar, ,Regulatory, ,R1-1,Champaign,484,,AERIAL,G,,352,
-9823770.97701874,4881094.72744363,482,Stop,"30""", ,Punched Telespar, ,Regulatory, ,R1-1,Champaign,485,,AERIAL,G,,363,
-9824181.09467688,4880837.75069777,483,Stop,"30""", ,Punched Telespar, ,Regulatory, ,R1-1,Champaign,486,,AERIAL,G,,364,
-9824171.96121312,4881043.80467951,484,Stop,"30""", ,Punched Telespar, ,Regulatory, ,R1-1,Champaign,487,,AERIAL,G,,365,
-9823962.58257595,4881353.50418611,485,Stop,"30""", ,Punched Telespar, ,Regulatory, ,R1-1,Champaign,488,,AERIAL,G,,366,
-9823941.10548541,4881326.37403821,486,Stop,"30""", ,Punched Telespar, ,Regulatory, ,R1-1,Champaign,489,,AERIAL,G,,367,
-9823760.51913626,4881326.27296609,487,Stop,"30""", ,Punched Telespar, ,Regulatory, ,R1-1,Champaign,490,,AERIAL,G,,368,
-9823760.05788909,4881191.94678261,488,Stop,"30""", ,Punched Telespar, ,Regulatory, ,R1-1,Champaign,491,,AERIAL,G,,369,
-9824019.94679389,4880928.20695866,489,Stop,"30""", ,Punched Telespar, ,Regulatory, ,R1-1,Champaign,492,,AERIAL,G,,370,
-9823995.52085286,4880804.02987879,490,Stop,"30""",4-Way,Punched Telespar, ,Regulatory, ,R1-1,Champaign,493,,AERIAL,G,,371,
-9824199.45691004,4880524.79151975,491,Stop,"30""", ,Punched Telespar, ,Regulatory, ,R1-1,Champaign,494,,AERIAL,G,,372,
-9824341.35151952,4880559.11909118,492,Stop,"30""", ,Punched Telespar,2017,Regulatory, ,R1-1,Champaign,495,,AERIAL,G,,373,
-9824782.2557471,4880683.62506881,493,Stop,"30""", ,Punched Telespar,2012,Regulatory, ,R1-1,Champaign,496,,AERIAL,C,,374,
-9824329.23574658,4880525.71047592,494,Stop,"30""", ,Punched Telespar, ,Regulatory, ,R1-1,Champaign,497,,AERIAL,G,,375,
-9824327.86310744,4880233.25812838,495,Stop,"30""", ,Punched Telespar, ,Regulatory, ,R1-1,Champaign,498,,AERIAL,G,,376,
-9824425.35644106,4880233.49628035,496,Stop,"30""", ,Punched Telespar, ,Regulatory, ,R1-1,Champaign,499,,AERIAL,G,,377,
-9824542.06975119,4880228.60516312,497,Stop,"30""", ,Punched Telespar, ,Regulatory, ,R1-1,Champaign,500,,AERIAL,G,,378,
-9824777.41807028,4880373.19769219,498,Stop,"30""", ,Punched Telespar, ,Regulatory, ,R1-1,Champaign,501,,AERIAL,C,,379,
-9824781.63030059,4880550.86057808,499,Stop,"30""", ,Punched Telespar, ,Regulatory, ,R1-1,Champaign,502,,AERIAL,C,,380,
-9824011.51782843,4880692.48597469,500,Stop,"30""", ,Punched Telespar,2012,Regulatory, ,R1-1,Champaign,503,,AERIAL,G,,381,
-9824015.48302536,4880837.20244492,501,Stop,"30""",4-Way,Punched Telespar, ,Regulatory, ,R1-1,Champaign,504,,AERIAL,G,,382,
-9824299.48158425,4881101.30719871,502,Stop,"30""",4-Way,Punched Telespar, ,Regulatory, ,R1-1,Champaign,505,,AERIAL,G,,383,
-9824282.13758152,4881494.01579984,503,Stop,"30""",4-Way,Punched Telespar, ,Regulatory, ,R1-1,Champaign,506,,AERIAL,G,,384,
-9824383.30025878,4881784.63634621,504,Stop,"30""",4-Way,Punched Telespar,2015,Regulatory, ,R1-1,Champaign,507,,AERIAL,G,,358,
-9824269.32228688,4881467.47622946,505,Stop,"30""",4-Way,Punched Telespar, ,Regulatory, ,R1-1,Champaign,508,,AERIAL,G,,385,
-9824415.08772018,4881168.71182762,506,Stop,"30""", ,Punched Telespar, ,Regulatory, ,R1-1,Champaign,509,,AERIAL,G,,386,
-9823755.17276809,4880968.30776314,507,Streetname,"8"" X 36""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,510,,AERIAL,G,Prairie Dr,387,
